"","SECCION","distrito10","municipio10","distrito15","clave_mun15","municipio15","father10","dsi"
"711",1177,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"712",1178,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"713",1179,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"714",1180,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"715",1181,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"716",1182,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"717",1183,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"718",1184,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"719",1185,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"720",1186,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"721",1187,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"722",1188,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"723",1189,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"724",1190,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"725",1191,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"726",1192,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"727",1193,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"728",1194,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"729",1195,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"730",1196,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"731",1197,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"732",1198,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"733",1199,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"734",1200,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"735",1201,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"736",1202,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"737",1203,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"738",1204,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"739",1205,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"740",1206,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"741",1207,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"742",1208,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"743",1209,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"744",1210,8,"RIO BRAVO",8,33,"Río Bravo",8,0.8
"745",515,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"746",562,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"747",679,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"748",680,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"749",681,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"750",682,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"751",683,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"752",684,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"753",685,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"754",686,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"755",687,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"756",688,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"757",689,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"758",690,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"759",691,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"760",695,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"761",696,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"762",697,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"763",698,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"764",701,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"765",702,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"766",703,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"767",705,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"768",706,9,"MATAMOROS",9,22,"Matamoros",9,0.814
"769",1516,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"770",1517,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"771",1518,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"772",1519,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"773",1520,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"774",1521,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"775",1522,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"776",1523,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"777",1524,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"778",1525,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"779",1526,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"780",1527,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"781",1528,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"782",1529,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"783",1530,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"784",1531,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"785",1532,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"786",1533,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"787",1534,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"788",1535,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"789",1536,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"790",1537,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"791",1538,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"792",1539,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"793",1540,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"794",1541,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"795",1542,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"796",1543,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"797",1544,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"798",1545,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"799",1546,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"800",1547,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"801",1548,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"802",1549,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"803",1550,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"804",1551,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"805",1552,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"806",1553,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"807",1554,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"808",1555,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"809",1556,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"810",1557,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"811",1558,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"812",1559,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"813",1560,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"814",1561,9,"VALLE HERMOSO",9,40,"Valle Hermoso",9,0.814
"815",498,10,"MATAMOROS",9,22,"Matamoros",9,0.814
"816",502,10,"MATAMOROS",9,22,"Matamoros",9,0.814
"817",503,10,"MATAMOROS",9,22,"Matamoros",9,0.814
"818",514,10,"MATAMOROS",9,22,"Matamoros",9,0.814
"819",677,12,"MATAMOROS",9,22,"Matamoros",9,0.814
"820",678,12,"MATAMOROS",9,22,"Matamoros",9,0.814
"821",699,12,"MATAMOROS",9,22,"Matamoros",9,0.814
"822",700,12,"MATAMOROS",9,22,"Matamoros",9,0.814
"823",704,12,"MATAMOROS",9,22,"Matamoros",9,0.814
"824",707,12,"MATAMOROS",9,22,"Matamoros",9,0.814
"825",708,12,"MATAMOROS",9,22,"Matamoros",9,0.814
"826",709,12,"MATAMOROS",9,22,"Matamoros",9,0.814
"827",1997,NA,NA,9,22,"Matamoros",9,0.814
"828",626,9,"MATAMOROS",10,22,"Matamoros",12,0.296
"829",627,9,"MATAMOROS",10,22,"Matamoros",12,0.296
"830",545,10,"MATAMOROS",10,22,"Matamoros",12,0.296
"831",546,10,"MATAMOROS",10,22,"Matamoros",12,0.296
"832",563,10,"MATAMOROS",10,22,"Matamoros",12,0.296
"833",580,10,"MATAMOROS",10,22,"Matamoros",12,0.296
"834",581,10,"MATAMOROS",10,22,"Matamoros",12,0.296
"835",600,10,"MATAMOROS",10,22,"Matamoros",12,0.296
"836",601,10,"MATAMOROS",10,22,"Matamoros",12,0.296
"837",614,10,"MATAMOROS",10,22,"Matamoros",12,0.296
"838",615,10,"MATAMOROS",10,22,"Matamoros",12,0.296
"839",616,10,"MATAMOROS",10,22,"Matamoros",12,0.296
"840",617,10,"MATAMOROS",10,22,"Matamoros",12,0.296
"841",625,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"842",628,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"843",629,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"844",641,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"845",642,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"846",643,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"847",655,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"848",656,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"849",657,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"850",658,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"851",659,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"852",660,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"853",661,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"854",666,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"855",667,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"856",668,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"857",669,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"858",670,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"859",671,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"860",674,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"861",675,12,"MATAMOROS",10,22,"Matamoros",12,0.296
"862",1998,NA,NA,10,22,"Matamoros",12,0.296
"863",1999,NA,NA,10,22,"Matamoros",12,0.296
"864",2000,NA,NA,10,22,"Matamoros",12,0.296
"865",2001,NA,NA,10,22,"Matamoros",12,0.296
"866",2002,NA,NA,10,22,"Matamoros",12,0.296
"867",2003,NA,NA,10,22,"Matamoros",12,0.296
"868",2004,NA,NA,10,22,"Matamoros",12,0.296
"869",2005,NA,NA,10,22,"Matamoros",12,0.296
"870",2006,NA,NA,10,22,"Matamoros",12,0.296
"871",2007,NA,NA,10,22,"Matamoros",12,0.296
"872",2008,NA,NA,10,22,"Matamoros",12,0.296
"873",2009,NA,NA,10,22,"Matamoros",12,0.296
"874",2010,NA,NA,10,22,"Matamoros",12,0.296
"875",608,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"876",610,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"877",611,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"878",620,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"879",621,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"880",622,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"881",623,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"882",624,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"883",631,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"884",632,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"885",633,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"886",634,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"887",635,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"888",636,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"889",637,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"890",638,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"891",639,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"892",646,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"893",647,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"894",648,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"895",649,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"896",653,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"897",663,11,"MATAMOROS",11,22,"Matamoros",11,0.404
"898",613,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"899",618,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"900",619,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"901",630,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"902",640,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"903",644,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"904",645,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"905",654,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"906",662,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"907",672,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"908",673,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"909",676,12,"MATAMOROS",11,22,"Matamoros",11,0.404
"910",499,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"911",500,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"912",501,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"913",504,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"914",505,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"915",506,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"916",507,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"917",508,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"918",509,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"919",510,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"920",511,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"921",512,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"922",513,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"923",516,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"924",517,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"925",518,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"926",519,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"927",520,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"928",522,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"929",523,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"930",524,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"931",525,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"932",526,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"933",527,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"934",528,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"935",529,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"936",530,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"937",531,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"938",532,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"939",533,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"940",534,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"941",535,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"942",536,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"943",537,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"944",538,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"945",539,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"946",540,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"947",541,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"948",542,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"949",543,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"950",544,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"951",548,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"952",549,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"953",550,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"954",551,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"955",554,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"956",555,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"957",556,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"958",557,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"959",558,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"960",559,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"961",560,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"962",561,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"963",564,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"964",565,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"965",566,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"966",567,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"967",568,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"968",569,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"969",570,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"970",571,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"971",573,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"972",574,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"973",575,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"974",576,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"975",577,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"976",578,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"977",579,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"978",582,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"979",583,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"980",584,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"981",585,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"982",586,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"983",595,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"984",596,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"985",597,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"986",598,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"987",599,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"988",602,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"989",603,10,"MATAMOROS",12,22,"Matamoros",10,0.661
"990",521,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"991",552,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"992",553,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"993",572,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"994",587,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"995",588,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"996",589,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"997",590,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"998",591,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"999",592,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1000",593,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1001",594,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1002",604,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1003",605,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1004",606,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1005",607,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1006",609,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1007",650,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1008",651,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1009",652,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1010",664,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1011",665,11,"MATAMOROS",12,22,"Matamoros",10,0.661
"1012",612,12,"MATAMOROS",12,22,"Matamoros",10,0.661
"1013",692,12,"MATAMOROS",12,22,"Matamoros",10,0.661
"1014",693,12,"MATAMOROS",12,22,"Matamoros",10,0.661
"1015",694,12,"MATAMOROS",12,22,"Matamoros",10,0.661
"1016",1,13,"ABASOLO",13,1,"Abasolo",13,0.733
"1017",2,13,"ABASOLO",13,1,"Abasolo",13,0.733
"1018",3,13,"ABASOLO",13,1,"Abasolo",13,0.733
"1019",4,13,"ABASOLO",13,1,"Abasolo",13,0.733
"1020",5,13,"ABASOLO",13,1,"Abasolo",13,0.733
"1021",6,13,"ABASOLO",13,1,"Abasolo",13,0.733
"1022",8,13,"ABASOLO",13,1,"Abasolo",13,0.733
"1023",9,13,"ABASOLO",13,1,"Abasolo",13,0.733
"1024",10,13,"ABASOLO",13,1,"Abasolo",13,0.733
"1025",11,13,"ABASOLO",13,1,"Abasolo",13,0.733
"1026",12,13,"ABASOLO",13,1,"Abasolo",13,0.733
"1027",108,13,"BURGOS",13,5,"Burgos",13,0.733
"1028",109,13,"BURGOS",13,5,"Burgos",13,0.733
"1029",110,13,"BURGOS",13,5,"Burgos",13,0.733
"1030",111,13,"BURGOS",13,5,"Burgos",13,0.733
"1031",112,13,"BURGOS",13,5,"Burgos",13,0.733
"1032",113,13,"BURGOS",13,5,"Burgos",13,0.733
"1033",114,13,"BURGOS",13,5,"Burgos",13,0.733
"1034",115,13,"BURGOS",13,5,"Burgos",13,0.733
"1035",259,13,"CRUILLAS",13,10,"Cruillas",13,0.733
"1036",260,13,"CRUILLAS",13,10,"Cruillas",13,0.733
"1037",261,13,"CRUILLAS",13,10,"Cruillas",13,0.733
"1038",262,13,"CRUILLAS",13,10,"Cruillas",13,0.733
"1039",264,13,"CRUILLAS",13,10,"Cruillas",13,0.733
"1040",265,13,"CRUILLAS",13,10,"Cruillas",13,0.733
"1041",346,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1042",347,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1043",348,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1044",349,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1045",350,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1046",351,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1047",352,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1048",353,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1049",354,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1050",355,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1051",356,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1052",357,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1053",358,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1054",359,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1055",360,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1056",362,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1057",363,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1058",364,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1059",365,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1060",366,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1061",367,13,"HIDALGO",13,16,"Hidalgo",13,0.733
"1062",381,13,"JIMENEZ",13,18,"Jiménez",13,0.733
"1063",382,13,"JIMENEZ",13,18,"Jiménez",13,0.733
"1064",383,13,"JIMENEZ",13,18,"Jiménez",13,0.733
"1065",384,13,"JIMENEZ",13,18,"Jiménez",13,0.733
"1066",385,13,"JIMENEZ",13,18,"Jiménez",13,0.733
"1067",386,13,"JIMENEZ",13,18,"Jiménez",13,0.733
"1068",387,13,"JIMENEZ",13,18,"Jiménez",13,0.733
"1069",388,13,"JIMENEZ",13,18,"Jiménez",13,0.733
"1070",408,13,"MAINERO",13,20,"Mainero",13,0.733
"1071",409,13,"MAINERO",13,20,"Mainero",13,0.733
"1072",410,13,"MAINERO",13,20,"Mainero",13,0.733
"1073",411,13,"MAINERO",13,20,"Mainero",13,0.733
"1074",710,13,"MENDÉZ",13,23,"Méndez",13,0.733
"1075",711,13,"MENDÉZ",13,23,"Méndez",13,0.733
"1076",712,13,"MENDÉZ",13,23,"Méndez",13,0.733
"1077",713,13,"MENDÉZ",13,23,"Méndez",13,0.733
"1078",714,13,"MENDÉZ",13,23,"Méndez",13,0.733
"1079",715,13,"MENDÉZ",13,23,"Méndez",13,0.733
"1080",1211,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1081",1212,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1082",1213,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1083",1214,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1084",1215,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1085",1216,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1086",1217,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1087",1218,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1088",1219,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1089",1220,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1090",1221,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1091",1222,13,"SAN CARLOS",13,34,"San Carlos",13,0.733
"1092",1223,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1093",1224,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1094",1225,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1095",1226,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1096",1227,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1097",1228,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1098",1229,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1099",1230,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1100",1231,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1101",1232,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1102",1233,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1103",1234,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1104",1235,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1105",1236,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1106",1237,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1107",1238,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1108",1239,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1109",1240,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1110",1241,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1111",1242,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1112",1243,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1113",1244,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1114",1245,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1115",1246,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1116",1247,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
