"","SECCION","distrito10","municipio10","distrito15","clave_mun15","municipio15","father10","dsi"
"1117",1248,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1118",1249,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1119",1250,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1120",1251,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1121",1252,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1122",1253,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1123",1254,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1124",1255,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1125",1256,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1126",1257,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1127",1258,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1128",1259,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1129",1260,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1130",1261,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1131",1262,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1132",1263,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1133",1264,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1134",1265,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1135",1266,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1136",1267,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1137",1268,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1138",1269,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1139",1270,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1140",1271,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1141",1272,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1142",1273,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1143",1274,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1144",1275,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1145",1276,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1146",1277,13,"SAN FERNANDO",13,35,"San Fernando",13,0.733
"1147",1278,13,"SAN NICOLAS",13,36,"San Nicolás",13,0.733
"1148",1279,13,"SAN NICOLAS",13,36,"San Nicolás",13,0.733
"1149",1712,13,"VILLAGRAN",13,42,"Villagrán",13,0.733
"1150",1713,13,"VILLAGRAN",13,42,"Villagrán",13,0.733
"1151",1714,13,"VILLAGRAN",13,42,"Villagrán",13,0.733
"1152",1715,13,"VILLAGRAN",13,42,"Villagrán",13,0.733
"1153",1716,13,"VILLAGRAN",13,42,"Villagrán",13,0.733
"1154",1717,13,"VILLAGRAN",13,42,"Villagrán",13,0.733
"1155",1718,13,"VILLAGRAN",13,42,"Villagrán",13,0.733
"1156",311,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1157",312,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1158",313,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1159",314,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1160",315,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1161",316,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1162",317,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1163",318,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1164",319,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1165",320,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1166",321,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1167",322,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1168",323,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1169",324,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1170",325,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1171",326,14,"GÜEMEZ",13,13,"Güémez",13,0.733
"1172",922,14,"PADILLA",13,30,"Padilla",13,0.733
"1173",923,14,"PADILLA",13,30,"Padilla",13,0.733
"1174",924,14,"PADILLA",13,30,"Padilla",13,0.733
"1175",925,14,"PADILLA",13,30,"Padilla",13,0.733
"1176",926,14,"PADILLA",13,30,"Padilla",13,0.733
"1177",927,14,"PADILLA",13,30,"Padilla",13,0.733
"1178",928,14,"PADILLA",13,30,"Padilla",13,0.733
"1179",929,14,"PADILLA",13,30,"Padilla",13,0.733
"1180",930,14,"PADILLA",13,30,"Padilla",13,0.733
"1181",1562,14,"VICTORIA",14,41,"Victoria",14,0.523
"1182",1563,14,"VICTORIA",14,41,"Victoria",14,0.523
"1183",1564,14,"VICTORIA",14,41,"Victoria",14,0.523
"1184",1565,14,"VICTORIA",14,41,"Victoria",14,0.523
"1185",1566,14,"VICTORIA",14,41,"Victoria",14,0.523
"1186",1567,14,"VICTORIA",14,41,"Victoria",14,0.523
"1187",1568,14,"VICTORIA",14,41,"Victoria",14,0.523
"1188",1569,14,"VICTORIA",14,41,"Victoria",14,0.523
"1189",1570,14,"VICTORIA",14,41,"Victoria",14,0.523
"1190",1571,14,"VICTORIA",14,41,"Victoria",14,0.523
"1191",1572,14,"VICTORIA",14,41,"Victoria",14,0.523
"1192",1573,14,"VICTORIA",14,41,"Victoria",14,0.523
"1193",1574,14,"VICTORIA",14,41,"Victoria",14,0.523
"1194",1575,14,"VICTORIA",14,41,"Victoria",14,0.523
"1195",1576,14,"VICTORIA",14,41,"Victoria",14,0.523
"1196",1577,14,"VICTORIA",14,41,"Victoria",14,0.523
"1197",1578,14,"VICTORIA",14,41,"Victoria",14,0.523
"1198",1579,14,"VICTORIA",14,41,"Victoria",14,0.523
"1199",1580,14,"VICTORIA",14,41,"Victoria",14,0.523
"1200",1581,14,"VICTORIA",14,41,"Victoria",14,0.523
"1201",1582,14,"VICTORIA",14,41,"Victoria",14,0.523
"1202",1583,14,"VICTORIA",14,41,"Victoria",14,0.523
"1203",1584,14,"VICTORIA",14,41,"Victoria",14,0.523
"1204",1585,14,"VICTORIA",14,41,"Victoria",14,0.523
"1205",1586,14,"VICTORIA",14,41,"Victoria",14,0.523
"1206",1587,14,"VICTORIA",14,41,"Victoria",14,0.523
"1207",1588,14,"VICTORIA",14,41,"Victoria",14,0.523
"1208",1591,14,"VICTORIA",14,41,"Victoria",14,0.523
"1209",1592,14,"VICTORIA",14,41,"Victoria",14,0.523
"1210",1593,14,"VICTORIA",14,41,"Victoria",14,0.523
"1211",1594,14,"VICTORIA",14,41,"Victoria",14,0.523
"1212",1595,14,"VICTORIA",14,41,"Victoria",14,0.523
"1213",1596,14,"VICTORIA",14,41,"Victoria",14,0.523
"1214",1597,14,"VICTORIA",14,41,"Victoria",14,0.523
"1215",1598,14,"VICTORIA",14,41,"Victoria",14,0.523
"1216",1599,14,"VICTORIA",14,41,"Victoria",14,0.523
"1217",1600,14,"VICTORIA",14,41,"Victoria",14,0.523
"1218",1601,14,"VICTORIA",14,41,"Victoria",14,0.523
"1219",1602,14,"VICTORIA",14,41,"Victoria",14,0.523
"1220",1603,14,"VICTORIA",14,41,"Victoria",14,0.523
"1221",1604,14,"VICTORIA",14,41,"Victoria",14,0.523
"1222",1605,14,"VICTORIA",14,41,"Victoria",14,0.523
"1223",1606,14,"VICTORIA",14,41,"Victoria",14,0.523
"1224",1613,14,"VICTORIA",14,41,"Victoria",14,0.523
"1225",1614,14,"VICTORIA",14,41,"Victoria",14,0.523
"1226",1615,14,"VICTORIA",14,41,"Victoria",14,0.523
"1227",1616,14,"VICTORIA",14,41,"Victoria",14,0.523
"1228",1617,14,"VICTORIA",14,41,"Victoria",14,0.523
"1229",1618,14,"VICTORIA",14,41,"Victoria",14,0.523
"1230",1619,14,"VICTORIA",14,41,"Victoria",14,0.523
"1231",1701,14,"VICTORIA",14,41,"Victoria",14,0.523
"1232",1702,14,"VICTORIA",14,41,"Victoria",14,0.523
"1233",1703,14,"VICTORIA",14,41,"Victoria",14,0.523
"1234",1704,14,"VICTORIA",14,41,"Victoria",14,0.523
"1235",1705,14,"VICTORIA",14,41,"Victoria",14,0.523
"1236",1706,14,"VICTORIA",14,41,"Victoria",14,0.523
"1237",1707,14,"VICTORIA",14,41,"Victoria",14,0.523
"1238",1620,15,"VICTORIA",14,41,"Victoria",14,0.523
"1239",1621,15,"VICTORIA",14,41,"Victoria",14,0.523
"1240",1622,15,"VICTORIA",14,41,"Victoria",14,0.523
"1241",1623,15,"VICTORIA",14,41,"Victoria",14,0.523
"1242",1624,15,"VICTORIA",14,41,"Victoria",14,0.523
"1243",1625,15,"VICTORIA",14,41,"Victoria",14,0.523
"1244",1626,15,"VICTORIA",14,41,"Victoria",14,0.523
"1245",1627,15,"VICTORIA",14,41,"Victoria",14,0.523
"1246",1628,15,"VICTORIA",14,41,"Victoria",14,0.523
"1247",1629,15,"VICTORIA",14,41,"Victoria",14,0.523
"1248",1630,15,"VICTORIA",14,41,"Victoria",14,0.523
"1249",1631,15,"VICTORIA",14,41,"Victoria",14,0.523
"1250",1632,15,"VICTORIA",14,41,"Victoria",14,0.523
"1251",1642,15,"VICTORIA",14,41,"Victoria",14,0.523
"1252",1643,15,"VICTORIA",14,41,"Victoria",14,0.523
"1253",1644,15,"VICTORIA",14,41,"Victoria",14,0.523
"1254",1645,15,"VICTORIA",14,41,"Victoria",14,0.523
"1255",1646,15,"VICTORIA",14,41,"Victoria",14,0.523
"1256",1647,15,"VICTORIA",14,41,"Victoria",14,0.523
"1257",1648,15,"VICTORIA",14,41,"Victoria",14,0.523
"1258",1654,15,"VICTORIA",14,41,"Victoria",14,0.523
"1259",1655,15,"VICTORIA",14,41,"Victoria",14,0.523
"1260",1656,15,"VICTORIA",14,41,"Victoria",14,0.523
"1261",1657,15,"VICTORIA",14,41,"Victoria",14,0.523
"1262",1662,15,"VICTORIA",14,41,"Victoria",14,0.523
"1263",1663,15,"VICTORIA",14,41,"Victoria",14,0.523
"1264",1708,14,"VICTORIA",15,41,"Victoria",15,0.602
"1265",1589,15,"VICTORIA",15,41,"Victoria",15,0.602
"1266",1590,15,"VICTORIA",15,41,"Victoria",15,0.602
"1267",1607,15,"VICTORIA",15,41,"Victoria",15,0.602
"1268",1608,15,"VICTORIA",15,41,"Victoria",15,0.602
"1269",1609,15,"VICTORIA",15,41,"Victoria",15,0.602
"1270",1610,15,"VICTORIA",15,41,"Victoria",15,0.602
"1271",1611,15,"VICTORIA",15,41,"Victoria",15,0.602
"1272",1612,15,"VICTORIA",15,41,"Victoria",15,0.602
"1273",1633,15,"VICTORIA",15,41,"Victoria",15,0.602
"1274",1634,15,"VICTORIA",15,41,"Victoria",15,0.602
"1275",1635,15,"VICTORIA",15,41,"Victoria",15,0.602
"1276",1636,15,"VICTORIA",15,41,"Victoria",15,0.602
"1277",1637,15,"VICTORIA",15,41,"Victoria",15,0.602
"1278",1638,15,"VICTORIA",15,41,"Victoria",15,0.602
"1279",1639,15,"VICTORIA",15,41,"Victoria",15,0.602
"1280",1640,15,"VICTORIA",15,41,"Victoria",15,0.602
"1281",1641,15,"VICTORIA",15,41,"Victoria",15,0.602
"1282",1649,15,"VICTORIA",15,41,"Victoria",15,0.602
"1283",1650,15,"VICTORIA",15,41,"Victoria",15,0.602
"1284",1651,15,"VICTORIA",15,41,"Victoria",15,0.602
"1285",1652,15,"VICTORIA",15,41,"Victoria",15,0.602
"1286",1653,15,"VICTORIA",15,41,"Victoria",15,0.602
"1287",1658,15,"VICTORIA",15,41,"Victoria",15,0.602
"1288",1659,15,"VICTORIA",15,41,"Victoria",15,0.602
"1289",1660,15,"VICTORIA",15,41,"Victoria",15,0.602
"1290",1661,15,"VICTORIA",15,41,"Victoria",15,0.602
"1291",1664,15,"VICTORIA",15,41,"Victoria",15,0.602
"1292",1665,15,"VICTORIA",15,41,"Victoria",15,0.602
"1293",1666,15,"VICTORIA",15,41,"Victoria",15,0.602
"1294",1667,15,"VICTORIA",15,41,"Victoria",15,0.602
"1295",1668,15,"VICTORIA",15,41,"Victoria",15,0.602
"1296",1669,15,"VICTORIA",15,41,"Victoria",15,0.602
"1297",1670,15,"VICTORIA",15,41,"Victoria",15,0.602
"1298",1671,15,"VICTORIA",15,41,"Victoria",15,0.602
"1299",1672,15,"VICTORIA",15,41,"Victoria",15,0.602
"1300",1674,15,"VICTORIA",15,41,"Victoria",15,0.602
"1301",1675,15,"VICTORIA",15,41,"Victoria",15,0.602
"1302",1676,15,"VICTORIA",15,41,"Victoria",15,0.602
"1303",1677,15,"VICTORIA",15,41,"Victoria",15,0.602
"1304",1678,15,"VICTORIA",15,41,"Victoria",15,0.602
"1305",1679,15,"VICTORIA",15,41,"Victoria",15,0.602
"1306",1680,15,"VICTORIA",15,41,"Victoria",15,0.602
"1307",1681,15,"VICTORIA",15,41,"Victoria",15,0.602
"1308",1686,15,"VICTORIA",15,41,"Victoria",15,0.602
"1309",1687,15,"VICTORIA",15,41,"Victoria",15,0.602
"1310",1688,15,"VICTORIA",15,41,"Victoria",15,0.602
"1311",1689,15,"VICTORIA",15,41,"Victoria",15,0.602
"1312",1690,15,"VICTORIA",15,41,"Victoria",15,0.602
"1313",1691,15,"VICTORIA",15,41,"Victoria",15,0.602
"1314",1692,15,"VICTORIA",15,41,"Victoria",15,0.602
"1315",1693,15,"VICTORIA",15,41,"Victoria",15,0.602
"1316",1694,15,"VICTORIA",15,41,"Victoria",15,0.602
"1317",1695,15,"VICTORIA",15,41,"Victoria",15,0.602
"1318",1696,15,"VICTORIA",15,41,"Victoria",15,0.602
"1319",1697,15,"VICTORIA",15,41,"Victoria",15,0.602
"1320",1698,15,"VICTORIA",15,41,"Victoria",15,0.602
"1321",1673,16,"VICTORIA",15,41,"Victoria",15,0.602
"1322",1682,16,"VICTORIA",15,41,"Victoria",15,0.602
"1323",1683,16,"VICTORIA",15,41,"Victoria",15,0.602
"1324",1684,16,"VICTORIA",15,41,"Victoria",15,0.602
"1325",1685,16,"VICTORIA",15,41,"Victoria",15,0.602
"1326",1699,16,"VICTORIA",15,41,"Victoria",15,0.602
"1327",1700,16,"VICTORIA",15,41,"Victoria",15,0.602
"1328",1709,16,"VICTORIA",15,41,"Victoria",15,0.602
"1329",1710,16,"VICTORIA",15,41,"Victoria",15,0.602
"1330",1711,16,"VICTORIA",15,41,"Victoria",15,0.602
"1331",1280,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1332",1281,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1333",1282,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1334",1283,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1335",1284,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1336",1285,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1337",1286,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1338",1287,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1339",1288,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1340",1289,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1341",1290,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1342",1291,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1343",1292,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1344",1293,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1345",1294,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1346",1295,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1347",1296,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1348",1297,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1349",1298,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1350",1299,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1351",1300,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1352",1301,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1353",1302,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1354",1303,13,"SOTO LA MARINA",16,37,"Soto la Marina",16,0.728
"1355",116,16,"BUSTAMANTE",16,6,"Bustamante",16,0.728
"1356",117,16,"BUSTAMANTE",16,6,"Bustamante",16,0.728
"1357",118,16,"BUSTAMANTE",16,6,"Bustamante",16,0.728
"1358",119,16,"BUSTAMANTE",16,6,"Bustamante",16,0.728
"1359",120,16,"BUSTAMANTE",16,6,"Bustamante",16,0.728
"1360",121,16,"BUSTAMANTE",16,6,"Bustamante",16,0.728
"1361",122,16,"BUSTAMANTE",16,6,"Bustamante",16,0.728
"1362",123,16,"BUSTAMANTE",16,6,"Bustamante",16,0.728
"1363",124,16,"BUSTAMANTE",16,6,"Bustamante",16,0.728
"1364",143,16,"CASAS",16,8,"Casas",16,0.728
"1365",144,16,"CASAS",16,8,"Casas",16,0.728
"1366",145,16,"CASAS",16,8,"Casas",16,0.728
"1367",146,16,"CASAS",16,8,"Casas",16,0.728
"1368",147,16,"CASAS",16,8,"Casas",16,0.728
"1369",148,16,"CASAS",16,8,"Casas",16,0.728
"1370",149,16,"CASAS",16,8,"Casas",16,0.728
"1371",150,16,"CASAS",16,8,"Casas",16,0.728
"1372",266,16,"GOMEZ FARIAS",16,11,"Gómez Farías",16,0.728
"1373",267,16,"GOMEZ FARIAS",16,11,"Gómez Farías",16,0.728
"1374",268,16,"GOMEZ FARIAS",16,11,"Gómez Farías",16,0.728
"1375",269,16,"GOMEZ FARIAS",16,11,"Gómez Farías",16,0.728
"1376",270,16,"GOMEZ FARIAS",16,11,"Gómez Farías",16,0.728
"1377",271,16,"GOMEZ FARIAS",16,11,"Gómez Farías",16,0.728
"1378",272,16,"GOMEZ FARIAS",16,11,"Gómez Farías",16,0.728
"1379",368,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1380",369,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1381",370,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1382",371,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1383",372,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1384",373,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1385",374,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1386",375,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1387",376,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1388",377,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1389",378,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1390",379,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1391",380,16,"JAUMAVE",16,17,"Jaumave",16,0.728
"1392",389,16,"LLERA",16,19,"Llera",16,0.728
"1393",390,16,"LLERA",16,19,"Llera",16,0.728
"1394",391,16,"LLERA",16,19,"Llera",16,0.728
"1395",392,16,"LLERA",16,19,"Llera",16,0.728
"1396",393,16,"LLERA",16,19,"Llera",16,0.728
"1397",394,16,"LLERA",16,19,"Llera",16,0.728
"1398",395,16,"LLERA",16,19,"Llera",16,0.728
"1399",396,16,"LLERA",16,19,"Llera",16,0.728
"1400",397,16,"LLERA",16,19,"Llera",16,0.728
"1401",398,16,"LLERA",16,19,"Llera",16,0.728
"1402",399,16,"LLERA",16,19,"Llera",16,0.728
"1403",400,16,"LLERA",16,19,"Llera",16,0.728
"1404",401,16,"LLERA",16,19,"Llera",16,0.728
"1405",402,16,"LLERA",16,19,"Llera",16,0.728
"1406",403,16,"LLERA",16,19,"Llera",16,0.728
"1407",404,16,"LLERA",16,19,"Llera",16,0.728
"1408",405,16,"LLERA",16,19,"Llera",16,0.728
"1409",406,16,"LLERA",16,19,"Llera",16,0.728
"1410",407,16,"LLERA",16,19,"Llera",16,0.728
"1411",745,16,"MIQUIHUANA",16,26,"Miquihuana",16,0.728
"1412",746,16,"MIQUIHUANA",16,26,"Miquihuana",16,0.728
"1413",747,16,"MIQUIHUANA",16,26,"Miquihuana",16,0.728
"1414",748,16,"MIQUIHUANA",16,26,"Miquihuana",16,0.728
"1415",908,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1416",909,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1417",910,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1418",911,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1419",912,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1420",913,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1421",914,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1422",915,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1423",916,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1424",917,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1425",918,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1426",919,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1427",920,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1428",921,16,"OCAMPO",16,29,"Ocampo",16,0.728
"1429",931,16,"PALMILLAS",16,31,"Palmillas",16,0.728
"1430",932,16,"PALMILLAS",16,31,"Palmillas",16,0.728
"1431",933,16,"PALMILLAS",16,31,"Palmillas",16,0.728
"1432",934,16,"PALMILLAS",16,31,"Palmillas",16,0.728
"1433",1497,16,"TULA",16,39,"Tula",16,0.728
"1434",1498,16,"TULA",16,39,"Tula",16,0.728
"1435",1499,16,"TULA",16,39,"Tula",16,0.728
"1436",1500,16,"TULA",16,39,"Tula",16,0.728
"1437",1501,16,"TULA",16,39,"Tula",16,0.728
"1438",1502,16,"TULA",16,39,"Tula",16,0.728
"1439",1503,16,"TULA",16,39,"Tula",16,0.728
"1440",1504,16,"TULA",16,39,"Tula",16,0.728
"1441",1505,16,"TULA",16,39,"Tula",16,0.728
"1442",1506,16,"TULA",16,39,"Tula",16,0.728
"1443",1507,16,"TULA",16,39,"Tula",16,0.728
"1444",1508,16,"TULA",16,39,"Tula",16,0.728
"1445",1509,16,"TULA",16,39,"Tula",16,0.728
"1446",1510,16,"TULA",16,39,"Tula",16,0.728
"1447",1511,16,"TULA",16,39,"Tula",16,0.728
"1448",1512,16,"TULA",16,39,"Tula",16,0.728
"1449",1513,16,"TULA",16,39,"Tula",16,0.728
"1450",1514,16,"TULA",16,39,"Tula",16,0.728
"1451",1515,16,"TULA",16,39,"Tula",16,0.728
"1452",1719,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1453",1720,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1454",1721,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1455",1722,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1456",1723,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1457",1724,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1458",1725,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1459",1726,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1460",1727,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1461",1728,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1462",1729,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1463",1730,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1464",1731,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1465",1732,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1466",1733,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1467",1734,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1468",1735,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1469",1736,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1470",1737,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1471",1738,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1472",1739,16,"XICOTENCATL",16,43,"Xicoténcatl",16,0.728
"1473",101,17,"ANTIGUO MORELOS",16,4,"Antiguo Morelos",16,0.728
"1474",102,17,"ANTIGUO MORELOS",16,4,"Antiguo Morelos",16,0.728
"1475",103,17,"ANTIGUO MORELOS",16,4,"Antiguo Morelos",16,0.728
"1476",104,17,"ANTIGUO MORELOS",16,4,"Antiguo Morelos",16,0.728
"1477",105,17,"ANTIGUO MORELOS",16,4,"Antiguo Morelos",16,0.728
"1478",106,17,"ANTIGUO MORELOS",16,4,"Antiguo Morelos",16,0.728
"1479",107,17,"ANTIGUO MORELOS",16,4,"Antiguo Morelos",16,0.728
"1480",905,17,"NUEVO MORELOS",16,28,"Nuevo Morelos",16,0.728
"1481",906,17,"NUEVO MORELOS",16,28,"Nuevo Morelos",16,0.728
"1482",907,17,"NUEVO MORELOS",16,28,"Nuevo Morelos",16,0.728
"1483",412,17,"El Mante",17,21,"El Mante",17,0.647
"1484",413,17,"El Mante",17,21,"El Mante",17,0.647
"1485",414,17,"El Mante",17,21,"El Mante",17,0.647
"1486",415,17,"El Mante",17,21,"El Mante",17,0.647
"1487",416,17,"El Mante",17,21,"El Mante",17,0.647
"1488",417,17,"El Mante",17,21,"El Mante",17,0.647
"1489",418,17,"El Mante",17,21,"El Mante",17,0.647
"1490",419,17,"El Mante",17,21,"El Mante",17,0.647
"1491",420,17,"El Mante",17,21,"El Mante",17,0.647
"1492",421,17,"El Mante",17,21,"El Mante",17,0.647
"1493",422,17,"El Mante",17,21,"El Mante",17,0.647
"1494",423,17,"El Mante",17,21,"El Mante",17,0.647
"1495",424,17,"El Mante",17,21,"El Mante",17,0.647
"1496",425,17,"El Mante",17,21,"El Mante",17,0.647
"1497",426,17,"El Mante",17,21,"El Mante",17,0.647
"1498",427,17,"El Mante",17,21,"El Mante",17,0.647
"1499",428,17,"El Mante",17,21,"El Mante",17,0.647
"1500",429,17,"El Mante",17,21,"El Mante",17,0.647
"1501",430,17,"El Mante",17,21,"El Mante",17,0.647
"1502",431,17,"El Mante",17,21,"El Mante",17,0.647
"1503",432,17,"El Mante",17,21,"El Mante",17,0.647
"1504",433,17,"El Mante",17,21,"El Mante",17,0.647
"1505",434,17,"El Mante",17,21,"El Mante",17,0.647
"1506",435,17,"El Mante",17,21,"El Mante",17,0.647
"1507",436,17,"El Mante",17,21,"El Mante",17,0.647
"1508",437,17,"El Mante",17,21,"El Mante",17,0.647
"1509",438,17,"El Mante",17,21,"El Mante",17,0.647
"1510",439,17,"El Mante",17,21,"El Mante",17,0.647
"1511",440,17,"El Mante",17,21,"El Mante",17,0.647
"1512",441,17,"El Mante",17,21,"El Mante",17,0.647
"1513",442,17,"El Mante",17,21,"El Mante",17,0.647
"1514",443,17,"El Mante",17,21,"El Mante",17,0.647
"1515",444,17,"El Mante",17,21,"El Mante",17,0.647
"1516",445,17,"El Mante",17,21,"El Mante",17,0.647
"1517",446,17,"El Mante",17,21,"El Mante",17,0.647
"1518",447,17,"El Mante",17,21,"El Mante",17,0.647
"1519",448,17,"El Mante",17,21,"El Mante",17,0.647
"1520",449,17,"El Mante",17,21,"El Mante",17,0.647
"1521",450,17,"El Mante",17,21,"El Mante",17,0.647
"1522",451,17,"El Mante",17,21,"El Mante",17,0.647
"1523",452,17,"El Mante",17,21,"El Mante",17,0.647
"1524",453,17,"El Mante",17,21,"El Mante",17,0.647
"1525",454,17,"El Mante",17,21,"El Mante",17,0.647
"1526",455,17,"El Mante",17,21,"El Mante",17,0.647
"1527",456,17,"El Mante",17,21,"El Mante",17,0.647
"1528",457,17,"El Mante",17,21,"El Mante",17,0.647
"1529",458,17,"El Mante",17,21,"El Mante",17,0.647
